condition_group,condition,therapy_group,therapy,clinicaltrials_n,pubmed_n,trials_url,articles_url,year_min,year_max,study_types,countries,evidence_direction,effect_size_estimate,quality_rating,sample_size_min,source,country,last_updated
Musculoskeletal & Pain,Neuropathic Pain,Mind–Body,Qi Gong,2,7,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Mind–Body,Tai Chi,2,23,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Neuropathic Pain,Mind–Body,Yoga,7,65,https://clinicaltrials.gov/search?cond=%28Neuropathic+Pain%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Neuropathic+Pain%22+OR+%22neuropathic+pain%22+OR+%22neuralgia%22+OR+%22peripheral+neuropathy%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Traditional,Acupuncture,0,24,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Behavioural & Lifestyle,Aromatherapy,0,2,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Traditional,Ayurveda,0,3,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Behavioural & Lifestyle,Cognitive Behavioural Therapy,55,2287,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Behavioural & Lifestyle,Exercise Therapy,0,33,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Traditional,Herbal,0,45,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Behavioural & Lifestyle,Massage,0,5,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Mind–Body,Meditation,10,125,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Mind–Body,Qi Gong,0,3,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Mind–Body,Tai Chi,0,1,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Obsessive-Compulsive Disorder,Mind–Body,Yoga,1,26,https://clinicaltrials.gov/search?cond=%28Obsessive-Compulsive+Disorder%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Obsessive-Compulsive+Disorder%22+OR+%22obsessive-compulsive+disorder%22+OR+%22ocd%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Traditional,Acupuncture,46,1302,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Behavioural & Lifestyle,Aromatherapy,0,34,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Traditional,Ayurveda,1,90,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Behavioural & Lifestyle,Cognitive Behavioural Therapy,9,167,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Behavioural & Lifestyle,Exercise Therapy,51,2985,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Traditional,Herbal,2,1061,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Behavioural & Lifestyle,Massage,10,279,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Mind–Body,Meditation,12,75,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Mind–Body,Qi Gong,2,37,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Mind–Body,Tai Chi,10,210,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Osteoarthritis,Mind–Body,Yoga,8,127,https://clinicaltrials.gov/search?cond=%28Osteoarthritis%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Osteoarthritis%22+OR+%22osteoarthritis%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Traditional,Acupuncture,3,91,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Behavioural & Lifestyle,Aromatherapy,0,4,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Traditional,Ayurveda,0,2,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Behavioural & Lifestyle,Cognitive Behavioural Therapy,1,32,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Behavioural & Lifestyle,Exercise Therapy,0,35,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Traditional,Herbal,0,116,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Behavioural & Lifestyle,Massage,0,6,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Mind–Body,Meditation,0,11,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Mind–Body,Qi Gong,0,5,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Mind–Body,Tai Chi,0,10,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Perimenopause,Mind–Body,Yoga,0,13,https://clinicaltrials.gov/search?cond=%28Perimenopause%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Perimenopause%22+OR+%22perimenopause%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Traditional,Acupuncture,18,355,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Behavioural & Lifestyle,Aromatherapy,0,3,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Traditional,Ayurveda,0,21,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Behavioural & Lifestyle,Cognitive Behavioural Therapy,2,34,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Behavioural & Lifestyle,Exercise Therapy,4,148,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Traditional,Herbal,1,323,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Behavioural & Lifestyle,Massage,0,10,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Mind–Body,Meditation,1,19,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Mind–Body,Qi Gong,0,5,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Mind–Body,Tai Chi,0,2,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Polycystic Ovary Syndrome,Mind–Body,Yoga,3,30,https://clinicaltrials.gov/search?cond=%28Polycystic+Ovary+Syndrome%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Polycystic+Ovary+Syndrome%22+OR+%22polycystic+ovary+syndrome%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Traditional,Acupuncture,14,670,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Behavioural & Lifestyle,Aromatherapy,0,53,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Traditional,Ayurveda,0,4,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Behavioural & Lifestyle,Cognitive Behavioural Therapy,0,96,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Behavioural & Lifestyle,Exercise Therapy,0,132,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Traditional,Herbal,0,82,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Behavioural & Lifestyle,Massage,4,140,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
